source_id,operation_date,importer_name,importer_tax_id,supplier_name,supplier_country,product_name,product_category,hs_code,origin_country,destination_country,quantity,unit,fob_value_usd,freight_usd,insurance_usd,tariff_rate,additional_tax_rate,entry_port,transport_mode,description_raw
SEED-00102,2025-08-29,Pisos y Revestimientos S.A.,21222333445,Jiangsu Door Systems Co.,CN,MDF melamina 18mm,mdf,441114,CN,UY,11653.42,m3,3659198.11,433923.69,18295.99,0.08,0.22,Zarate AR,sea,MDF melamina 18mm - BL ref 102
SEED-00103,2025-09-01,Maderas Uruguay Import,21888999001,Jiangsu Door Systems Co.,CN,Madera pino radiata,madera,440710,CN,UY,4028.04,m3,2278864.92,334878.34,11394.32,0.08,0.22,Montevideo,sea,Madera pino radiata - BL ref 103
SEED-00104,2025-09-01,Importadora Construya UY,219876540012,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,3626.87,m2,34901.02,5028.48,174.51,0.14,0.22,Montevideo,sea,Deck WPC exterior - BL ref 104
SEED-00105,2025-09-01,Grupo Andino Building,20111222334,Zhejiang WPC New Materials Co.,CN,Placa simil mármol UV,placas_simil_marmol,681019,CN,UY,2900.92,m2,51602.93,7376.69,258.01,0.12,0.22,Santos BR,sea,Placa simil mármol UV - BL ref 105
SEED-00106,2025-09-01,Revestimientos Premium S.A.,21555666778,Shandong SPC Flooring Group,CN,Perfil metal yeso 70mm,perfiles_yeso,721691,CN,UY,11189.93,u,24703.64,3430.78,123.52,0.12,0.22,Montevideo,sea,Perfil metal yeso 70mm - BL ref 106
SEED-00107,2025-09-01,Maderas Uruguay Import,21888999001,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,7619.36,m2,54506.44,5509.86,272.53,0.14,0.22,Montevideo,sea,Piso SPC click 5mm - BL ref 107
SEED-00108,2025-09-01,Pisos y Revestimientos S.A.,21222333445,Guangdong PVC Ceiling Ltd.,CN,Placa fenólica 18mm,fenolicos,441233,CN,UY,5968.22,m2,103544.58,15350.49,517.72,0.1,0.22,Santos BR,sea,Placa fenólica 18mm - BL ref 108
SEED-00109,2025-09-01,Maderas Uruguay Import,21888999001,Chile MDF Industries,CL,Puerta semi blindada,puertas_semi_blindada,441821,CL,UY,5453.49,u,818773.04,100754.43,4093.87,0.12,0.22,Santos BR,sea,Puerta semi blindada - BL ref 109
SEED-00110,2025-09-04,Revestimientos Premium S.A.,21555666778,Fujian OSB Manufacturing,CN,Madera pino radiata,madera,440710,CN,UY,9158.48,m3,3255767.93,308929.09,16278.84,0.08,0.22,Santos BR,sea,Madera pino radiata - BL ref 110
SEED-00111,2025-09-04,Pisos y Revestimientos S.A.,21222333445,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,6486.66,m2,126410.04,13879.66,632.05,0.14,0.22,Zarate AR,sea,Deck WPC exterior - BL ref 111
SEED-00112,2025-09-04,Grupo Andino Building,20111222334,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,4665.39,m2,46501.14,5954.01,232.51,0.14,0.22,Santos BR,sea,Piso SPC click 5mm - BL ref 112
SEED-00113,2025-09-04,Grupo Andino Building,20111222334,Brazil Timber Export S.A.,BR,Puerta semi blindada,puertas_semi_blindada,441821,BR,UY,10387.35,u,1458951.48,163799.9,7294.76,0.12,0.22,Santos BR,sea,Puerta semi blindada - BL ref 113
SEED-00114,2025-09-09,Maderas Uruguay Import,21888999001,Shandong SPC Flooring Group,CN,Madera pino radiata,madera,440710,CN,UY,6347.68,m3,2092354.65,261879.9,10461.77,0.08,0.22,Zarate AR,sea,Madera pino radiata - BL ref 114
SEED-00115,2025-09-09,Revestimientos Premium S.A.,21555666778,Jiangsu Door Systems Co.,CN,Placa simil mármol UV,placas_simil_marmol,681019,CN,UY,971.89,m2,13904.33,2099.07,69.52,0.12,0.22,Nueva Palmira,sea,Placa simil mármol UV - BL ref 115
SEED-00116,2025-09-09,Pisos y Revestimientos S.A.,21222333445,Chile MDF Industries,CL,Piedra flexible mural,piedra_flexible,680300,CL,UY,4591.89,m2,69954.42,9478.02,349.77,0.1,0.22,Zarate AR,sea,Piedra flexible mural - BL ref 116
SEED-00117,2025-09-09,Importadora Construya UY,219876540012,Jiangsu Door Systems Co.,CN,Tablero OSB 15mm,osb,441233,CN,UY,10570.69,m3,1967235.5,186473.18,9836.18,0.08,0.22,Zarate AR,sea,Tablero OSB 15mm - BL ref 117
SEED-00118,2025-09-09,Distribuidora Casamax S.A.,211234560018,Guangdong PVC Ceiling Ltd.,CN,Puerta semi blindada,puertas_semi_blindada,441821,CN,UY,5769.2,u,1030899.25,157974.68,5154.5,0.12,0.22,Montevideo,sea,Puerta semi blindada - BL ref 118
SEED-00119,2025-09-13,Importadora Construya UY,219876540012,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,5623.69,m2,64215.59,7631.61,321.08,0.14,0.22,Nueva Palmira,sea,Deck WPC exterior - BL ref 119
SEED-00120,2025-09-13,Distribuidora Casamax S.A.,211234560018,Turkey Marble Panel Inc.,TR,Cielorraso PVC blanco,cielorraso_pvc,392590,TR,UY,7740.76,m2,26808.72,4125.81,134.04,0.14,0.22,Nueva Palmira,sea,Cielorraso PVC blanco - BL ref 120
SEED-00121,2025-09-13,Maderas Uruguay Import,21888999001,Chile MDF Industries,CL,Placa simil mármol UV,placas_simil_marmol,681019,CL,UY,5947.19,m2,134819.54,20617.09,674.1,0.12,0.22,Santos BR,sea,Placa simil mármol UV - BL ref 121
SEED-00122,2025-09-13,Grupo Andino Building,20111222334,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,11386.64,m2,158147.51,17545.01,790.74,0.14,0.22,Santos BR,sea,Piso SPC click 5mm - BL ref 122
SEED-00123,2025-09-13,Importadora Construya UY,219876540012,Brazil Timber Export S.A.,BR,Placa fenólica 18mm,fenolicos,441233,BR,UY,11992.98,m2,384575.4,37482.92,1922.88,0.1,0.22,Santos BR,sea,Placa fenólica 18mm - BL ref 123
SEED-00124,2025-09-17,Pisos y Revestimientos S.A.,21222333445,Turkey Marble Panel Inc.,TR,Madera pino radiata,madera,440710,TR,UY,3874.18,m3,1809790.43,249761.87,9048.95,0.08,0.22,Montevideo,sea,Madera pino radiata - BL ref 124
SEED-00125,2025-09-17,Pisos y Revestimientos S.A.,21222333445,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,4745.99,m2,50922.39,6796.22,254.61,0.14,0.22,Nueva Palmira,sea,Piso SPC click 5mm - BL ref 125
SEED-00126,2025-09-17,Grupo Andino Building,20111222334,Zhejiang WPC New Materials Co.,CN,Puerta semi blindada,puertas_semi_blindada,441821,CN,UY,7291.23,u,1340628.02,129114.99,6703.14,0.12,0.22,Zarate AR,sea,Puerta semi blindada - BL ref 126
SEED-00127,2025-09-21,Materiales del Plata S.R.L.,30709876543,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,9608.94,m2,194777.52,22518.23,973.89,0.14,0.22,Zarate AR,sea,Deck WPC exterior - BL ref 127
SEED-00128,2025-09-21,Pisos y Revestimientos S.A.,21222333445,Jiangsu Door Systems Co.,CN,Placa simil mármol UV,placas_simil_marmol,681019,CN,UY,11634.7,m2,194558.52,29364.29,972.79,0.12,0.22,Montevideo,sea,Placa simil mármol UV - BL ref 128
SEED-00129,2025-09-21,Distribuidora Casamax S.A.,211234560018,Shandong SPC Flooring Group,CN,Piedra flexible mural,piedra_flexible,680300,CN,UY,9246.5,m2,101993.82,14008.1,509.97,0.1,0.22,Santos BR,sea,Piedra flexible mural - BL ref 129
SEED-00130,2025-09-21,Pisos y Revestimientos S.A.,21222333445,Turkey Marble Panel Inc.,TR,Tablero OSB 15mm,osb,441233,TR,UY,955.89,m3,259253.9,31586.2,1296.27,0.08,0.22,Zarate AR,sea,Tablero OSB 15mm - BL ref 130
SEED-00131,2025-09-23,Revestimientos Premium S.A.,21555666778,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,10703.43,m2,169753.22,26153.52,848.77,0.14,0.22,Nueva Palmira,sea,Deck WPC exterior - BL ref 131
SEED-00132,2025-09-23,Maderas Uruguay Import,21888999001,Chile MDF Industries,CL,Piedra flexible mural,piedra_flexible,680300,CL,UY,8071.48,m2,81119.05,7558.21,405.6,0.1,0.22,Montevideo,sea,Piedra flexible mural - BL ref 132
SEED-00133,2025-09-23,Grupo Andino Building,20111222334,Guangdong PVC Ceiling Ltd.,CN,Perfil metal yeso 70mm,perfiles_yeso,721691,CN,UY,1888.55,u,6120.22,608.94,30.6,0.12,0.22,Santos BR,sea,Perfil metal yeso 70mm - BL ref 133
SEED-00134,2025-09-23,Maderas Uruguay Import,21888999001,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,8600.62,m2,84817.01,11120.68,424.09,0.14,0.22,Nueva Palmira,sea,Piso SPC click 5mm - BL ref 134
SEED-00135,2025-09-27,Importadora Construya UY,219876540012,Brazil Timber Export S.A.,BR,Madera pino radiata,madera,440710,BR,UY,5765.89,m3,3270091.9,490126.32,16350.46,0.08,0.22,Montevideo,sea,Madera pino radiata - BL ref 135
SEED-00136,2025-09-27,Maderas Uruguay Import,21888999001,Vietnam Stone Flex Co.,VN,Cielorraso PVC blanco,cielorraso_pvc,392590,VN,UY,1478.16,m2,5326.59,840.4,26.63,0.14,0.22,Santos BR,sea,Cielorraso PVC blanco - BL ref 136
SEED-00137,2025-09-27,Materiales del Plata S.R.L.,30709876543,Zhejiang WPC New Materials Co.,CN,Placa simil mármol UV,placas_simil_marmol,681019,CN,UY,1366.48,m2,23689.5,3771.78,118.45,0.12,0.22,Nueva Palmira,sea,Placa simil mármol UV - BL ref 137
SEED-00138,2025-09-27,Pisos y Revestimientos S.A.,21222333445,Fujian OSB Manufacturing,CN,Piedra flexible mural,piedra_flexible,680300,CN,UY,3120.16,m2,34145.66,5151.85,170.73,0.1,0.22,Zarate AR,sea,Piedra flexible mural - BL ref 138
SEED-00139,2025-09-27,Materiales del Plata S.R.L.,30709876543,Shandong SPC Flooring Group,CN,Placa fenólica 18mm,fenolicos,441233,CN,UY,6850.41,m2,212159.09,20726.85,1060.8,0.1,0.22,Montevideo,sea,Placa fenólica 18mm - BL ref 139
SEED-00140,2025-09-27,Importadora Construya UY,219876540012,Brazil Timber Export S.A.,BR,MDF melamina 18mm,mdf,441114,BR,UY,7395.15,m3,1650273.7,179179.66,8251.37,0.08,0.22,Nueva Palmira,sea,MDF melamina 18mm - BL ref 140
SEED-00141,2025-09-29,Pisos y Revestimientos S.A.,21222333445,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,4854.84,m2,79188.87,9632.56,395.94,0.14,0.22,Nueva Palmira,sea,Deck WPC exterior - BL ref 141
SEED-00142,2025-09-29,Pisos y Revestimientos S.A.,21222333445,Fujian OSB Manufacturing,CN,Placa simil mármol UV,placas_simil_marmol,681019,CN,UY,4178.26,m2,93147.83,8586.42,465.74,0.12,0.22,Santos BR,sea,Placa simil mármol UV - BL ref 142
SEED-00143,2025-09-29,Distribuidora Casamax S.A.,211234560018,Jiangsu Door Systems Co.,CN,Perfil metal yeso 70mm,perfiles_yeso,721691,CN,UY,8778.89,u,19490.83,2981.1,97.45,0.12,0.22,Zarate AR,sea,Perfil metal yeso 70mm - BL ref 143
SEED-00144,2025-09-29,Importadora Construya UY,219876540012,Fujian OSB Manufacturing,CN,Tablero OSB 15mm,osb,441233,CN,UY,8776.11,m3,2147985.81,283141.97,10739.93,0.08,0.22,Zarate AR,sea,Tablero OSB 15mm - BL ref 144
SEED-00145,2025-09-29,Revestimientos Premium S.A.,21555666778,Turkey Marble Panel Inc.,TR,Placa fenólica 18mm,fenolicos,441233,TR,UY,1910.8,m2,55481.2,8305.29,277.41,0.1,0.22,Nueva Palmira,sea,Placa fenólica 18mm - BL ref 145
SEED-00146,2025-09-29,Materiales del Plata S.R.L.,30709876543,Turkey Marble Panel Inc.,TR,MDF melamina 18mm,mdf,441114,TR,UY,4596.03,m3,1427985.51,170100.6,7139.93,0.08,0.22,Montevideo,sea,MDF melamina 18mm - BL ref 146
SEED-00147,2025-09-29,Importadora Construya UY,219876540012,Chile MDF Industries,CL,Puerta semi blindada,puertas_semi_blindada,441821,CL,UY,4992.17,u,527204.38,81510.52,2636.02,0.12,0.22,Montevideo,sea,Puerta semi blindada - BL ref 147
SEED-00148,2025-10-01,Distribuidora Casamax S.A.,211234560018,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,9139.4,m2,120795.96,11971.86,603.98,0.14,0.22,Montevideo,sea,Deck WPC exterior - BL ref 148
SEED-00149,2025-10-01,Distribuidora Casamax S.A.,211234560018,Turkey Marble Panel Inc.,TR,Piedra flexible mural,piedra_flexible,680300,TR,UY,4760.3,m2,71347.68,10168.46,356.74,0.1,0.22,Montevideo,sea,Piedra flexible mural - BL ref 149
SEED-00150,2025-10-01,Revestimientos Premium S.A.,21555666778,Fujian OSB Manufacturing,CN,Tablero OSB 15mm,osb,441233,CN,UY,3182.67,m3,928210.34,98109.18,4641.05,0.08,0.22,Montevideo,sea,Tablero OSB 15mm - BL ref 150
SEED-00151,2025-10-01,Revestimientos Premium S.A.,21555666778,Vietnam Stone Flex Co.,VN,Placa fenólica 18mm,fenolicos,441233,VN,UY,2086.72,m2,42926.68,4542.98,214.63,0.1,0.22,Santos BR,sea,Placa fenólica 18mm - BL ref 151
SEED-00152,2025-10-03,Importadora Construya UY,219876540012,Chile MDF Industries,CL,Placa simil mármol UV,placas_simil_marmol,681019,CL,UY,11121.22,m2,195915.58,20120.21,979.58,0.12,0.22,Nueva Palmira,sea,Placa simil mármol UV - BL ref 152
SEED-00153,2025-10-03,Materiales del Plata S.R.L.,30709876543,Zhejiang WPC New Materials Co.,CN,Perfil metal yeso 70mm,perfiles_yeso,721691,CN,UY,1827.69,u,4423.21,514.57,22.12,0.12,0.22,Santos BR,sea,Perfil metal yeso 70mm - BL ref 153
SEED-00154,2025-10-03,Importadora Construya UY,219876540012,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,4290.34,m2,33977.12,5296.98,169.89,0.14,0.22,Montevideo,sea,Piso SPC click 5mm - BL ref 154
SEED-00155,2025-10-03,Pisos y Revestimientos S.A.,21222333445,Zhejiang WPC New Materials Co.,CN,Placa fenólica 18mm,fenolicos,441233,CN,UY,8348.45,m2,170659.49,23266.98,853.3,0.1,0.22,Santos BR,sea,Placa fenólica 18mm - BL ref 155
SEED-00156,2025-10-03,Materiales del Plata S.R.L.,30709876543,Fujian OSB Manufacturing,CN,Puerta semi blindada,puertas_semi_blindada,441821,CN,UY,2074.76,u,296770.23,32593.46,1483.85,0.12,0.22,Santos BR,sea,Puerta semi blindada - BL ref 156
SEED-00157,2025-10-07,Grupo Andino Building,20111222334,Zhejiang WPC New Materials Co.,CN,Madera pino radiata,madera,440710,CN,UY,886.1,m3,352994.8,36989.05,1764.97,0.08,0.22,Nueva Palmira,sea,Madera pino radiata - BL ref 157
SEED-00158,2025-10-07,Distribuidora Casamax S.A.,211234560018,Zhejiang WPC New Materials Co.,CN,Cielorraso PVC blanco,cielorraso_pvc,392590,CN,UY,6370.72,m2,26901.13,2664.37,134.51,0.14,0.22,Nueva Palmira,sea,Cielorraso PVC blanco - BL ref 158
SEED-00159,2025-10-07,Pisos y Revestimientos S.A.,21222333445,Vietnam Stone Flex Co.,VN,Placa simil mármol UV,placas_simil_marmol,681019,VN,UY,1607.25,m2,41448.13,3853.07,207.24,0.12,0.22,Montevideo,sea,Placa simil mármol UV - BL ref 159
SEED-00160,2025-10-07,Distribuidora Casamax S.A.,211234560018,Vietnam Stone Flex Co.,VN,Piedra flexible mural,piedra_flexible,680300,VN,UY,7248.5,m2,102643.09,14335.64,513.22,0.1,0.22,Santos BR,sea,Piedra flexible mural - BL ref 160
SEED-00161,2025-10-07,Grupo Andino Building,20111222334,Zhejiang WPC New Materials Co.,CN,Perfil metal yeso 70mm,perfiles_yeso,721691,CN,UY,11621.44,u,18539.78,2898.38,92.7,0.12,0.22,Santos BR,sea,Perfil metal yeso 70mm - BL ref 161
SEED-00162,2025-10-07,Pisos y Revestimientos S.A.,21222333445,Guangdong PVC Ceiling Ltd.,CN,Placa fenólica 18mm,fenolicos,441233,CN,UY,3525.14,m2,94394.17,11957.61,471.97,0.1,0.22,Santos BR,sea,Placa fenólica 18mm - BL ref 162
SEED-00163,2025-10-10,Materiales del Plata S.R.L.,30709876543,Guangdong PVC Ceiling Ltd.,CN,Madera pino radiata,madera,440710,CN,UY,6517.41,m3,2278792.37,286436.55,11393.96,0.08,0.22,Zarate AR,sea,Madera pino radiata - BL ref 163
SEED-00164,2025-10-10,Pisos y Revestimientos S.A.,21222333445,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,8028.96,m2,80832.82,7856.65,404.16,0.14,0.22,Zarate AR,sea,Deck WPC exterior - BL ref 164
SEED-00165,2025-10-10,Revestimientos Premium S.A.,21555666778,Shandong SPC Flooring Group,CN,Cielorraso PVC blanco,cielorraso_pvc,392590,CN,UY,9314.41,m2,47708.74,4885.39,238.54,0.14,0.22,Santos BR,sea,Cielorraso PVC blanco - BL ref 165
SEED-00166,2025-10-10,Revestimientos Premium S.A.,21555666778,Jiangsu Door Systems Co.,CN,Placa simil mármol UV,placas_simil_marmol,681019,CN,UY,8428.69,m2,220096.45,29715.1,1100.48,0.12,0.22,Zarate AR,sea,Placa simil mármol UV - BL ref 166
SEED-00167,2025-10-10,Distribuidora Casamax S.A.,211234560018,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,6051.92,m2,64649.43,9422.21,323.25,0.14,0.22,Montevideo,sea,Piso SPC click 5mm - BL ref 167
SEED-00168,2025-10-10,Distribuidora Casamax S.A.,211234560018,Chile MDF Industries,CL,Tablero OSB 15mm,osb,441233,CL,UY,5971.52,m3,1113050.91,128904.24,5565.25,0.08,0.22,Zarate AR,sea,Tablero OSB 15mm - BL ref 168
SEED-00169,2025-10-10,Pisos y Revestimientos S.A.,21222333445,Guangdong PVC Ceiling Ltd.,CN,Placa fenólica 18mm,fenolicos,441233,CN,UY,7688.09,m2,193289.01,23656.61,966.45,0.1,0.22,Montevideo,sea,Placa fenólica 18mm - BL ref 169
SEED-00170,2025-10-10,Pisos y Revestimientos S.A.,21222333445,Brazil Timber Export S.A.,BR,MDF melamina 18mm,mdf,441114,BR,UY,4401.1,m3,1386900.18,139467.06,6934.5,0.08,0.22,Montevideo,sea,MDF melamina 18mm - BL ref 170
SEED-00171,2025-10-10,Pisos y Revestimientos S.A.,21222333445,Vietnam Stone Flex Co.,VN,Puerta semi blindada,puertas_semi_blindada,441821,VN,UY,11802.72,u,1137598.47,153836.19,5687.99,0.12,0.22,Montevideo,sea,Puerta semi blindada - BL ref 171
SEED-00172,2025-10-13,Revestimientos Premium S.A.,21555666778,Shandong SPC Flooring Group,CN,Cielorraso PVC blanco,cielorraso_pvc,392590,CN,UY,4875.66,m2,30091.34,3524.27,150.46,0.14,0.22,Zarate AR,sea,Cielorraso PVC blanco - BL ref 172
SEED-00173,2025-10-13,Maderas Uruguay Import,21888999001,Vietnam Stone Flex Co.,VN,Piedra flexible mural,piedra_flexible,680300,VN,UY,1538.21,m2,15152.22,2083.23,75.76,0.1,0.22,Zarate AR,sea,Piedra flexible mural - BL ref 173
SEED-00174,2025-10-13,Pisos y Revestimientos S.A.,21222333445,Shandong SPC Flooring Group,CN,Perfil metal yeso 70mm,perfiles_yeso,721691,CN,UY,4533.65,u,11516.84,1150.53,57.58,0.12,0.22,Zarate AR,sea,Perfil metal yeso 70mm - BL ref 174
SEED-00175,2025-10-13,Maderas Uruguay Import,21888999001,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,8622.98,m2,73533.51,9680.9,367.67,0.14,0.22,Montevideo,sea,Piso SPC click 5mm - BL ref 175
SEED-00176,2025-10-13,Grupo Andino Building,20111222334,Vietnam Stone Flex Co.,VN,Tablero OSB 15mm,osb,441233,VN,UY,9907.67,m3,2912060.27,431063.92,14560.3,0.08,0.22,Montevideo,sea,Tablero OSB 15mm - BL ref 176
SEED-00177,2025-10-13,Importadora Construya UY,219876540012,Zhejiang WPC New Materials Co.,CN,MDF melamina 18mm,mdf,441114,CN,UY,4861.09,m3,1244694.66,130684.83,6223.47,0.08,0.22,Santos BR,sea,MDF melamina 18mm - BL ref 177
SEED-00178,2025-10-13,Materiales del Plata S.R.L.,30709876543,Shandong SPC Flooring Group,CN,Puerta semi blindada,puertas_semi_blindada,441821,CN,UY,1664.25,u,331182.14,32151.11,1655.91,0.12,0.22,Montevideo,sea,Puerta semi blindada - BL ref 178
SEED-00179,2025-10-17,Materiales del Plata S.R.L.,30709876543,Shandong SPC Flooring Group,CN,Placa simil mármol UV,placas_simil_marmol,681019,CN,UY,8877.25,m2,112732.9,13020.76,563.66,0.12,0.22,Nueva Palmira,sea,Placa simil mármol UV - BL ref 179
SEED-00180,2025-10-17,Materiales del Plata S.R.L.,30709876543,Chile MDF Industries,CL,Placa fenólica 18mm,fenolicos,441233,CL,UY,11614.68,m2,356424.39,54632.09,1782.12,0.1,0.22,Nueva Palmira,sea,Placa fenólica 18mm - BL ref 180
SEED-00181,2025-10-17,Revestimientos Premium S.A.,21555666778,Jiangsu Door Systems Co.,CN,MDF melamina 18mm,mdf,441114,CN,UY,5970.82,m3,1650062.06,192613.51,8250.31,0.08,0.22,Santos BR,sea,MDF melamina 18mm - BL ref 181
SEED-00182,2025-10-20,Importadora Construya UY,219876540012,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,1384.41,m2,20389.96,2364.93,101.95,0.14,0.22,Montevideo,sea,Deck WPC exterior - BL ref 182
SEED-00183,2025-10-20,Distribuidora Casamax S.A.,211234560018,Chile MDF Industries,CL,Placa simil mármol UV,placas_simil_marmol,681019,CL,UY,1739.4,m2,25334.36,3076.92,126.67,0.12,0.22,Nueva Palmira,sea,Placa simil mármol UV - BL ref 183
SEED-00184,2025-10-20,Materiales del Plata S.R.L.,30709876543,Jiangsu Door Systems Co.,CN,Perfil metal yeso 70mm,perfiles_yeso,721691,CN,UY,10707.85,u,35765.13,4257.58,178.83,0.12,0.22,Santos BR,sea,Perfil metal yeso 70mm - BL ref 184
SEED-00185,2025-10-20,Materiales del Plata S.R.L.,30709876543,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,5125.06,m2,29389.39,3106.98,146.95,0.14,0.22,Zarate AR,sea,Piso SPC click 5mm - BL ref 185
SEED-00186,2025-10-23,Pisos y Revestimientos S.A.,21222333445,Jiangsu Door Systems Co.,CN,Madera pino radiata,madera,440710,CN,UY,8596.01,m3,3060919.68,426654.04,15304.6,0.08,0.22,Santos BR,sea,Madera pino radiata - BL ref 186
SEED-00187,2025-10-23,Materiales del Plata S.R.L.,30709876543,Shandong SPC Flooring Group,CN,Placa simil mármol UV,placas_simil_marmol,681019,CN,UY,6946.61,m2,164188.38,20842.73,820.94,0.12,0.22,Montevideo,sea,Placa simil mármol UV - BL ref 187
SEED-00188,2025-10-23,Distribuidora Casamax S.A.,211234560018,Zhejiang WPC New Materials Co.,CN,Perfil metal yeso 70mm,perfiles_yeso,721691,CN,UY,3470.52,u,9264.86,1237.76,46.32,0.12,0.22,Montevideo,sea,Perfil metal yeso 70mm - BL ref 188
SEED-00189,2025-10-23,Grupo Andino Building,20111222334,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,7483.48,m2,38524.34,4857.01,192.62,0.14,0.22,Nueva Palmira,sea,Piso SPC click 5mm - BL ref 189
SEED-00190,2025-10-23,Distribuidora Casamax S.A.,211234560018,Vietnam Stone Flex Co.,VN,Placa fenólica 18mm,fenolicos,441233,VN,UY,3494.32,m2,81527.21,11128.95,407.64,0.1,0.22,Montevideo,sea,Placa fenólica 18mm - BL ref 190
SEED-00191,2025-10-23,Importadora Construya UY,219876540012,Guangdong PVC Ceiling Ltd.,CN,MDF melamina 18mm,mdf,441114,CN,UY,11478.12,m3,3774194.01,547442.55,18870.97,0.08,0.22,Montevideo,sea,MDF melamina 18mm - BL ref 191
SEED-00192,2025-10-23,Grupo Andino Building,20111222334,Zhejiang WPC New Materials Co.,CN,Puerta semi blindada,puertas_semi_blindada,441821,CN,UY,7919.51,u,1722020.8,185557.24,8610.1,0.12,0.22,Montevideo,sea,Puerta semi blindada - BL ref 192
SEED-00193,2025-10-27,Maderas Uruguay Import,21888999001,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,8159.57,m2,77118.5,10081.95,385.59,0.14,0.22,Zarate AR,sea,Deck WPC exterior - BL ref 193
SEED-00194,2025-10-27,Importadora Construya UY,219876540012,Fujian OSB Manufacturing,CN,Cielorraso PVC blanco,cielorraso_pvc,392590,CN,UY,4591.73,m2,23285.5,3449.21,116.43,0.14,0.22,Santos BR,sea,Cielorraso PVC blanco - BL ref 194
SEED-00195,2025-10-27,Materiales del Plata S.R.L.,30709876543,Shandong SPC Flooring Group,CN,Piedra flexible mural,piedra_flexible,680300,CN,UY,1506.73,m2,24086.15,2939.42,120.43,0.1,0.22,Zarate AR,sea,Piedra flexible mural - BL ref 195
SEED-00196,2025-10-27,Pisos y Revestimientos S.A.,21222333445,Brazil Timber Export S.A.,BR,Perfil metal yeso 70mm,perfiles_yeso,721691,BR,UY,10720.85,u,20646.97,2306.38,103.23,0.12,0.22,Santos BR,sea,Perfil metal yeso 70mm - BL ref 196
SEED-00197,2025-10-27,Importadora Construya UY,219876540012,Zhejiang WPC New Materials Co.,CN,Tablero OSB 15mm,osb,441233,CN,UY,9236.86,m3,1962718.06,225689.4,9813.59,0.08,0.22,Montevideo,sea,Tablero OSB 15mm - BL ref 197
SEED-00198,2025-10-27,Distribuidora Casamax S.A.,211234560018,Vietnam Stone Flex Co.,VN,MDF melamina 18mm,mdf,441114,VN,UY,5693.86,m3,1708182.8,206316.99,8540.91,0.08,0.22,Santos BR,sea,MDF melamina 18mm - BL ref 198
SEED-00199,2025-10-27,Materiales del Plata S.R.L.,30709876543,Jiangsu Door Systems Co.,CN,Puerta semi blindada,puertas_semi_blindada,441821,CN,UY,8551.17,u,1150917.66,167815.72,5754.59,0.12,0.22,Zarate AR,sea,Puerta semi blindada - BL ref 199
SEED-00200,2025-10-29,Revestimientos Premium S.A.,21555666778,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,11945.1,m2,125738.79,13902.14,628.69,0.14,0.22,Montevideo,sea,Deck WPC exterior - BL ref 200
SEED-00201,2025-10-29,Maderas Uruguay Import,21888999001,Chile MDF Industries,CL,Cielorraso PVC blanco,cielorraso_pvc,392590,CL,UY,4232.75,m2,20784.86,2490.61,103.92,0.14,0.22,Santos BR,sea,Cielorraso PVC blanco - BL ref 201
SEED-00202,2025-10-29,Distribuidora Casamax S.A.,211234560018,Vietnam Stone Flex Co.,VN,Placa simil mármol UV,placas_simil_marmol,681019,VN,UY,7686.34,m2,145725.69,19638.41,728.63,0.12,0.22,Montevideo,sea,Placa simil mármol UV - BL ref 202
SEED-00203,2025-10-29,Maderas Uruguay Import,21888999001,Turkey Marble Panel Inc.,TR,Piedra flexible mural,piedra_flexible,680300,TR,UY,4869.08,m2,78927.12,10857.12,394.64,0.1,0.22,Montevideo,sea,Piedra flexible mural - BL ref 203
